Name,Year,Location,Coordinates
"When Louis Met... The Hamiltons (2001)","TV","(Neil and Christine Hamilton's country house)","None"
"When Louis Met... The Hamiltons (2001)","TV","(they drive down this road on the way back to solicitor's office)","None"
"When Opportunity Knocks","2001","Sacramento, California, USA","(38.5810606, -121.493895)"
"When Pigs Cry","2001","Georgia, USA","(32.3293809, -83.1137366)"
"When Strangers Appear","2001","Foxton, Manawatu-Wanganui, New Zealand","(-40.4730011, 175.2822068)"
"When You Were Asleep","2001","Tehran, Iran","(35.6892523, 51.3896004)"
"When the Plantations Came","2001","Tasmania, Australia","(-42.035067, 146.6366887)"
"When the Spotlights Are Not On","2001","Racho Angelov's house, Sofia, Bulgaria","None"
"Where the Sun Don't Shine","2001","(Full Sail University)","(28.59302235, -81.3050126852482)"
"White House Christmas 2001 (2001)","TV","Nogales, Arizona, USA","(31.3402134, -110.9360818)"
"Who Is Bernard Tapie?","2001","La Courneuve, Seine-Saint-Denis, France","(48.9267236, 2.3896123)"
"Who Is Cletis Tout?","2001","Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
"Why Can't I Be a Movie Star?","2001","Amsterdam, Noord-Holland, Netherlands","(52.3727598, 4.8936041)"
"Why Can't I Be a Movie Star?","2001","Paris, France","(48.8588897, 2.3200410217200766)"
"Why Pay Two Rents","2001","Greenwich Village, Manhattan, New York City, New York, USA","(40.7335844, -74.0028172)"
"Wiedzmin","2001","Mazowieckie, Poland","(52.5461934, 21.2073404)"
"Winning London (2001)","V","London, England, UK","(51.5073219, -0.1276474)"
"Winter Kill","2001","Edmonton, Alberta, Canada","(53.535411, -113.507996)"
"Wish You Were Dead","2001","Moodies Motor Inn, Pickering Village, Ontario, Canada","None"
"Witchouse 3: Demon Fire (2001)","V","Hollywood, Los Angeles, California, USA","(34.0980031, -118.329523)"
"Witness of the Sun","2001","Calistoga, Napa Valley, California, USA","None"
"Witness to a Kill","2001","Sun City, South Africa","(-25.344507, 27.09404)"
"Wolf Girl (2001)","TV","Romania","(45.9852129, 24.6859225)"
"Women on the Side","2001","USA","(39.7837304, -100.445882)"
"Wonder","2001","Brooklyn Heights, Brooklyn, New York City, New York, USA","(40.696084850000005, -73.9950278391265)"
"Woodman X Casting 28 (2001)","V","Paris, France","(48.8588897, 2.3200410217200766)"
"Wooly Boys","2001","Beach, North Dakota, USA","(46.9180689, -104.0043728)"
"World Sex Tour 24: Canada (2001)","V","Canada","(61.0666922, -107.991707)"
"World Traveler","2001","Enterprise, Oregon, USA","(45.4258114, -117.278012)"
"Worldwide Sex 4: Sexo en Barcelona (2001)","V","Barcelona, Catalonia, Spain","(41.3828939, 2.1774322)"
"Wormwood","2001","Hollywood, Los Angeles, California, USA","(34.0980031, -118.329523)"
"Wrong Way to Sundance","2001","Connecticut, USA","(41.6500201, -72.7342163)"
"XXX Training (2001)","V","Los Angeles, California, USA","(34.0536909, -118.242766)"
"Xilitlapan","2001","Xilitla, San Luis PotosÃ­, Mexico","None"
"Xzibit: Restless Xposed (2001)","V","Los Angeles, California, USA","(34.0536909, -118.242766)"
"Y tu mamÃ¡ tambiÃ©n","2001","(interior of cafÃ© in final scene)","None"
"Ya la barranca pario","2001","Mexico","(23.6585116, -102.0077097)"
"Yaadein...","2001","Cliveden House, Taplow, Buckinghamshire, England, UK","(51.5585452, -0.6889001156400911)"
"Yaadein...","2001","Langkawi Island, Malaysia","(6.3682503, 99.79291478597283)"
"Yaadein...","2001","Panchkula, Haryana, India","(30.7137692, 76.86827600027706)"
"Yaadein...","2001","Tuba Island, Langkawi Island, Malaysia","None"
"Yamashita: The Tiger's Treasure","2001","Subic, Zambales, Philippines","(14.8774796, 120.2344695)"
"Yeopgijeogin geunyeo","2001","(The Time Capsule Park)","(-23.178645250000002, 150.45981616641467)"
"Yo manzana","2001","Mexico","(23.6585116, -102.0077097)"
"Yolngu Boy","2001","Darwin, Northern Territory, Australia","(-12.46044, 130.8410469)"
"Youp van 't Hek: De wereld draait door (2001)","TV","(Everything)","(37.9285168, 23.6367242)"
"Your Place or Mine? (2001)","V","Brazil","(-10.3333333, -53.2)"
"Yuen mong shu","2001","Naeba, Japan","(36.8459419, 138.690323)"
"Yurisai","2001","Japan","(36.5748441, 139.2394179)"
"Zebra Lounge (2001)","TV","Toronto, Ontario, Canada","(43.6534817, -79.3839347)"
"Zee Lollywood Show (2001)","TV","(location)","(39.2138905, -79.6371124)"
"Zheng zha","2001","Shenzhen, Guangdong, China","(22.5445741, 114.0545429)"
"Zir-e noor-e maah","2001","Tehran, Iran","(35.6892523, 51.3896004)"
"ZoltÃ¡n Kocsis, un musicien passe","2001","Budapest, Hungary","(47.4979937, 19.0403594)"
"Zoolander","2001","(gas station where explosion happens)","None"
"ZsaruvÃ©r Ã©s csigavÃ©r: A kirÃ¡lynÃ© nyakÃ©ke (2001)","TV","BalatonfÃ¼red, Hungary","None"
"Zubeidaa","2001","Narain Niwas Palace, Jaipur, Rajasthan, India","None"
"Â¿QuiÃ©n estÃ¡ matando a los gorriones?","2001","Buenos Aires, Federal District, Argentina","None"
"Ãret der gik (2001)","TV","Hotel d'Angleterre, Copenhagen, Denmark","(55.680554349999994, 12.584280436840153)"
"Ãrets Reumert 2001 (2001)","TV","Folketeatret, Copenhagen, Denmark","(55.681702, 12.57)"
""099 Central" (2002)","(#1.104)","Buenos Aires, Federal District, Argentina","None"
""099 Central" (2002)","(#1.126)","Buenos Aires, Federal District, Argentina","None"
""099 Central" (2002)","(#1.18)","Buenos Aires, Federal District, Argentina","None"
""099 Central" (2002)","(#1.4)","Buenos Aires, Federal District, Argentina","None"
""099 Central" (2002)","(#1.62)","Buenos Aires, Federal District, Argentina","None"
""099 Central" (2002)","(#1.84)","Buenos Aires, Federal District, Argentina","None"
""1000 millones" (2002)","(#1.115)","Buenos Aires, Federal District, Argentina","None"
""1000 millones" (2002)","(#1.3)","Buenos Aires, Federal District, Argentina","None"
""1000 millones" (2002)","(#1.51)","Buenos Aires, Federal District, Argentina","None"
""1000 millones" (2002)","(#1.73)","Buenos Aires, Federal District, Argentina","None"
""1000 millones" (2002)","(#1.95)","Buenos Aires, Federal District, Argentina","None"
""2002 FIFA World Cup"","2002","Japan","(36.5748441, 139.2394179)"
""21st Century War"","2002","Indonesia","(-2.4833826, 117.8902853)"
""24/7: Airport"","2002","JFK International Airport, Jamaica, Queens, New York City, New York, USA","(40.642947899999996, -73.7793733748521)"
""5th Gear"","2002","(2015)","(70.63289449999999, 22.11576399254509)"
""8 Simple Rules... for Dating My Teenage Daughter" (2002) {Career Choices","#1.14)","(studio)","(52.2326368, 21.0067376)"
""8 Simple Rules... for Dating My Teenage Daughter" (2002) {Halloween","#3.6)","(studio)","(52.2326368, 21.0067376)"
""8 Simple Rules... for Dating My Teenage Daughter" (2002) {Son-in-Law","#1.5)","(studio)","(52.2326368, 21.0067376)"
""A Cook's Tour" (2002) {Childhood Flavors","#1.9)","La Teste de Buch, Gironde, France","(44.6316943, -1.1491319)"
""A Cook's Tour" (2002) {Dining with Geishas","#1.2)","Shinkansan, Tokyo, Japan","None"
""A Cook's Tour" (2002) {Eating on the Mekong","#1.4)","Nha Trang, Vietnam","(12.2431693, 109.1898675)"
""A Cook's Tour" (2002) {Food Tastes Better with Sand Between Your Toes","#2.1)","Sint Maarten, Guadeloupe, Netherlands","(18.0393256, -63.0492457)"
""A Cook's Tour" (2002) {How to Be a Carioca","#2.4)","Botequim Bracarense, Rio de Janeiro, Rio de Janeiro, Brazil","None"
""A Cook's Tour" (2002) {Mad Tony: The Food Warrior","#2.7)","Tetsuya's, Sydney, New South Wales, Australia","(-33.8751964, 151.2049086)"
""A Cook's Tour" (2002) {Puebla, Where the Cooks Are From","#1.16)","Puebla, Mexico","(18.833333, -98.0)"
""A Cook's Tour" (2002) {Stuffed Like a Pig","#1.10)","Oporto, Portugal","(41.1494512, -8.6107884)"
""A Cook's Tour" (2002) {The Cook Who Came in from the Cold","#1.13)","St. Petersburg, Russia","(59.938732, 30.316229)"
""A Cook's Tour" (2002) {Traditional Tastes","#1.12)","Moulay Idriss, Morocco","(34.055188, -5.525518)"
""A Dalmatians Point of View"","2002","Warsaw, Mazowieckie, Poland","(52.2319581, 21.0067249)"
""AFP: American Fighter Pilot"","2002","Tyndall Air Force Base, Panama City, Florida, USA","None"
""Amateur Canada" (2002) {Broken Down Car Sex Repair","#12.1)","QuÃ©bec, Canada","None"
""Amateur Canada" (2002) {Multi-Orgasmic","#1.3)","Ontario, Canada","(50.000678, -86.000977)"
""Amateur Canada" (2002) {Real Homemade Sex","#7.19)","Ontario, Canada","(50.000678, -86.000977)"
""America's Walking" (2002) {Building a Walkable World","#1.10)","Loudon Street, Concord, New Hampshire, USA","(43.2089412, -71.529364)"
""America's Walking" (2002) {Trails to Fitness","#1.11)","Cranston, Rhode Island, USA","(41.7809588, -71.4371257)"
""American Idol: The Search for a Superstar"","2002","Hollywood, Los Angeles, California, USA","(34.0980031, -118.329523)"
""American Idol: The Search for a Superstar"","2002","Savannah, Georgia, USA","(32.0809263, -81.0911768)"
""American Idol: The Search for a Superstar" (2002) {Auditions #3","#15.3)","Philadelphia, Pennsylvania, USA","(39.9527237, -75.1635262)"
""American Idol: The Search for a Superstar" (2002) {The Top Nine Finalists","#6.26)","Kodak Theatre - 6801 Hollywood Blvd., Hollywood & Highland Center, Hollywood, Los Angeles, California, USA","None"
""Art Is Kool"","2002","Metro Manila, Philippines","(14.5736108, 121.0329706)"
""AsÃ­ son ellas"","2002","Mexico","(23.6585116, -102.0077097)"
""Berman & Berman"","2002","North Hollywood, Los Angeles, California, USA","(34.1729044, -118.3740371)"
""Bloch" (2002) {Der Heiland","#1.19)","Cologne, North Rhine-Westphalia, Germany","(50.938361, 6.959974)"
""Bloch" (2002) {Verfolgt","#1.17)","Baden-Baden, Baden-WÃ¼rttemberg, Germany","None"
""Bnot Brown"","2002","(exteriors)","(54.690060349999996, 25.268413554622093)"
""Britain's Best Buildings"","2002","Rome, Lazio, Italy","(41.8933203, 12.4829321)"
""Buchanan & Press"","2002","Washington, District of Columbia, USA","(38.8950368, -77.0365427)"
""Building of Britain"","2002","Bridgwater Canal, Worsley, Greater Manchester, England, UK","None"
""CSI: Miami" (2002) {And They're Offed","#7.13)","Hawthorne, California, USA","(33.9188589, -118.3483256)"
""CSI: Miami" (2002) {Cheating Death","#7.7)","Hawthorne, California, USA","(33.9188589, -118.3483256)"
""CSI: Miami" (2002) {Dead Woman Walking","#1.15)","Federal Aviation Administration Credit Union - 14600 Aviation Blvd., Hawthorne, California, USA","None"
""CSI: Miami" (2002) {Driven","#4.19)","Hawthorne, California, USA","(33.9188589, -118.3483256)"
""CSI: Miami" (2002) {Guerillas in the Mist","#6.11)","Hawthorne, California, USA","(33.9188589, -118.3483256)"
""CSI: Miami" (2002) {Invasion","#2.16)","Hawthorne, California, USA","(33.9188589, -118.3483256)"
""CSI: Miami" (2002) {Miami Confidential","#6.12)","Long Beach, California, USA","(33.7690164, -118.191604)"
""CSI: Miami" (2002) {Point of Impact","#8.8)","Loynes Drive, Long Beach, California, USA","(33.7669892, -118.1195885)"
""CSI: Miami" (2002) {Sink or Swim","#7.16)","Hawthorne, California, USA","(33.9188589, -118.3483256)"
""CSI: Miami" (2002) {Time Bomb","#8.23)","Federal Aviation Administration Credit Union - 14600 Aviation Blvd., Hawthorne, California, USA","None"
""California's Golden Parks" (2002) {Alcatraz Gardens","#1.58)","San Francisco Bay, California, USA","(37.71402905, -122.30779415179862)"
""California's Golden Parks" (2002) {Carrizo Plain","#1.32)","(the subject of this episode)","None"
""California's Golden Parks" (2002) {Donner Memorial","#1.12)","(the subject of this episode)","None"
""California's Golden Parks" (2002) {Leo Carrillo Ranch","#1.56)","(Carlsbad)","(50.2304694, 12.8710769)"
""California's Golden Parks" (2002) {Tarantulas","#1.28)","(Henry W. Coe State Park)","None"
""Carabinieri" (2002) {Furto in biblioteca","#3.12)","CittÃ  della Pieve, Perugia, Umbria, Italy","(42.9527338, 12.004326)"
""Carabinieri" (2002) {Per troppo amore","#1.9)","CittÃ  della Pieve, Perugia, Umbria, Italy","(42.9527338, 12.004326)"
""Community Spirit"","2002","Melbourne, Victoria, Australia","(-37.8142176, 144.9631608)"
""Cosmos kaos"","2002","(episode 1.2)","(33.6816369, -117.7188318)"
""Creepy Canada" (2002) {Belle Island Hag/Empress Theatre/Wilno Vampire/The Olde Angel Inn/Magnetic Hill/Mather-Walls House","#2.7)","(sea hag of Bell Island)","None"
""Creepy Canada" (2002) {Gibraltar Point Lighthouse/King's Playhouse/White Otter Castle/The Sir William MacKenzie Inn/La Corriveau","#2.1)","(ghosts at William MacKenzie Inn)","None"
""Creepy Canada" (2002) {Ukrainian Cultural Heritage Village/Firkin House/Peggy's Cove Lighthouse/Walker Theatre/Bastion Square/Cathedral of the Holy Trinity","#2.3)","Peggy's Cove, Nova Scotia, Canada","(44.4916624, -63.9182196)"
""Dangsinyeopi joha"","2002","South Korea","(36.638392, 127.6961188)"
""Daniel Deronda"","2002","(Lydia Glasher's home)","None"
""Das Duo" (2002) {Echte Kerle","#1.16)","LÃ¼beck, Schleswig-Holstein, Germany","None"
""Den fÃ¶rste zigenaren i rymden"","2002","Bucharest, Romania","(44.4361414, 26.1027202)"
""Den fÃ¶rste zigenaren i rymden" (2002)","(#1.1)","Sweden","(59.6749712, 14.5208584)"
""Den store fisketuren"","2002","Exmouth, Western Australia, Australia","(-22.292471550000002, 114.1469586328106)"
""Deutschland sucht den Superstar" (2002) {2. Mottoshow - Filmhits","#5.13)","MMC Studios, Butzweiler StraÃe 255, Ossendorf, Cologne, North Rhine-Westphalia, Germany","None"
""Die Hanse"","2002","Visby, Gotlands lÃ¤n, Sweden","None"
""Dr. Phil" (2002) {#WHYISTAY: Deadly Love","#13.9)","(studio)","(52.2326368, 21.0067376)"
""Dr. Phil" (2002) {Commitment Phobia","#1.27)","(studio)","(52.2326368, 21.0067376)"
""Dr. Phil" (2002) {Have a Little Faith","#10.54)","(studio)","(52.2326368, 21.0067376)"
""Dr. Phil" (2002) {My Newlywed Husband Lost Our Business, Gambled Away $300K, and Is About to Lose His Family","#14.110)","(studio)","(52.2326368, 21.0067376)"
""Dr. Phil" (2002) {The Cougar Controversy: Older Woman Dating Younger Men","#13.67)","(studio)","(52.2326368, 21.0067376)"
""Dracula"","2002","Hungary","(47.1817585, 19.5060937)"
""DragonflyTV"","2002","Phoenix, Arizona, USA","(33.4484367, -112.0741417)"
""Durch die Nacht mit..." (2002) {Christoph Schlingensief und JÃ¶rg","mmendorff","Berlin, Germany","(52.5170365, 13.3888599)"
""Durch die Nacht mit..." (2002) {Judith Holofernes und Lewis","rondheim","Montpellier, HÃ©rault, France","None"
""Durch die Nacht mit..." (2002) {Robert Wilson und Amira","asar","Paris, France","(48.8588897, 2.3200410217200766)"
""E-Zone"","2002","(exteriors)","(54.690060349999996, 25.268413554622093)"
""El precio del poder" (2002)","(#1.10)","Buenos Aires, Federal District, Argentina","None"
""En contraste"","2002","Mexico City, Distrito Federal, Mexico","(19.4239552, -99.1757289)"
""Exposed" (2002) {Swollen","embers","Whistler, British Columbia, Canada","(50.1171903, -122.9543022)"
""Fabrika zvezd" (2002) {'Fabrika zvezd'. Kontsert v 'Olimpiyskom'","#7.83)","S/K "Olimpiyskiy", The Olympic Stadium, Moscow, Russia","None"
""Fame Factory"","2002","SkÃ¶vde, VÃ¤stra GÃ¶talands lÃ¤n, Sweden","None"
""Fastlane"","2002","6020 North Vermont, Los Feliz, Los Angeles, California, USA","(34.1036487, -118.291783)"
""Fastlane" (2002) {Strap On","#1.11)","Los Angeles, California, USA","(34.0536909, -118.242766)"
""Final de juego" (2002)","(#1.4)","Buenos Aires, Federal District, Argentina","None"
""Firefly" (2002) {Ariel","#1.8)","(studio)","(52.2326368, 21.0067376)"
""Fox Sports: Copa Libertadores" (2002) {Final 2003: Boca vs.","antos","(location)","(39.2138905, -79.6371124)"
""Fox Sports: Copa Sudamericana" (2002) {Cuartos de final 2005: Boca vs.","nternacional","(location)","(39.2138905, -79.6371124)"
""Foyle's War"","2002","Rochester, Kent, England, UK","(51.389062, 0.5049347)"
""Foyle's War" (2002) {Enemy Fire","#3.2)","(Digby Manor hospital)","None"
""Foyle's War" (2002) {The Hide","#6.3)","(White Friars)","(53.1885911, -2.8920947)"
""Fran's People"","2002","Glasgow, Strathclyde, Scotland, UK","(55.8317061, -4.0333295)"
""Franco Buenaventura, el profe" (2002)","(#1.108)","Buenos Aires, Federal District, Argentina","None"
""Franco Buenaventura, el profe" (2002)","(#1.13)","Buenos Aires, Federal District, Argentina","None"
""Franco Buenaventura, el profe" (2002)","(#1.151)","Buenos Aires, Federal District, Argentina","None"
""Franco Buenaventura, el profe" (2002)","(#1.173)","Buenos Aires, Federal District, Argentina","None"
""Franco Buenaventura, el profe" (2002)","(#1.37)","Buenos Aires, Federal District, Argentina","None"
""Franco Buenaventura, el profe" (2002)","(#1.59)","Buenos Aires, Federal District, Argentina","None"
""Franco Buenaventura, el profe" (2002)","(#1.80)","Buenos Aires, Federal District, Argentina","None"
""Friday Night Football" (2002) {Adelaide vs. Essendon","#5.9)","AAMI Stadium - Turner Drive, West Lakes, South Australia, Australia","None"
""Friday Night Football" (2002) {Round 19: Adelaide vs Richmond","#14.23)","Adelaide Oval, War Memorial Drive, North Adelaide, Adelaide, South Australia, Australia","(-34.9155596, 138.59614787254225)"
""Friday Night Football" (2002) {Western Bulldogs vs. Richmond","#5.1)","Etihad Stadium - Bourke Street, Docklands, Melbourne, Victoria, Australia","(-37.816529, 144.94751697668812)"
""Gaia no yoake" (2002) {Yomigaere! Onsengai: RÃ´ho no atsumi jishin ga osotta noto","#1.265)","Wakura, Nanao, Niigata, Japan","None"
""George Lopez"","2002","Los Angeles, California, USA","(34.0536909, -118.242766)"
""George Lopez" (2002) {George Discovers How Mescal-ed Up His Life Would Have Been Without the Benny-Fits","#5.21)","Stage 4, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""George Lopez" (2002) {George Searches for a Needle in a Haight-Stack","#4.1)","Stage 4, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""George Lopez" (2002) {Girls Night Out","#2.20)","Stage 4, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""George Lopez" (2002) {Secrets and Lies","#2.19)","Stage 4, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""George Lopez" (2002) {Wrecking Ball","#3.26)","Stage 4, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Girls Club"","2002","Manhattan Beach, California, USA","(33.8915985, -118.3951241)"
""Good Morning, Miami" (2002) {Looking for Love in All the Wrong Cages","#2.10)","(studio)","(52.2326368, 21.0067376)"
""Good Morning, Miami" (2002) {With Friends Like These, Who Needs Emmys?","#2.4)","(studio)","(52.2326368, 21.0067376)"
""Gregos e Troianos"","2002","Lisbon, Portugal","(38.7077507, -9.1365919)"
""Guinevere Jones"","2002","Melbourne, Victoria, Australia","(-37.8142176, 144.9631608)"
""Heroes of Black Comedy"","2002","Brooklyn, New York City, New York, USA","(40.6526006, -73.9497211)"
""Hidden Europe" (2002) {Romania","#1.6)","Romania","(45.9852129, 24.6859225)"
""In-Laws"","2002","Hollywood, Los Angeles, California, USA","(34.0980031, -118.329523)"
""It's Time to Play"","2002","(Access Tucson)","(32.2209475, -110.96800885091027)"
""Jeremiah" (2002) {The Touch","#1.12)","(exterior scenes)","None"
""John Doe" (2002) {The Mourner","#1.10)","(as 'The Sea' fictional Bar and Restaurant)","None"
""Kachorra" (2002)","(#1.104)","Buenos Aires, Federal District, Argentina","None"
""Kachorra" (2002)","(#1.126)","Buenos Aires, Federal District, Argentina","None"
""Kachorra" (2002)","(#1.148)","Buenos Aires, Federal District, Argentina","None"
""Kachorra" (2002)","(#1.34)","Buenos Aires, Federal District, Argentina","None"
""Kachorra" (2002)","(#1.56)","Buenos Aires, Federal District, Argentina","None"
""Kachorra" (2002)","(#1.78)","Buenos Aires, Federal District, Argentina","None"
""Kath & Kim"","2002","(Kath's House)","(6.6972078, -1.6296748367077203)"
""Kenny vs. Spenny" (2002) {Who Can Be Obese the Longest?","#4.9)","(Kenny and Spenny's house)","None"
""Kenny vs. Spenny" (2002) {Who Can Put on the Best Play?","#6.12)","(Kenny and Spenny's house)","None"
""Kenny vs. Spenny" (2002) {Who Is the Funnier?","#2.7)","(Kenny and Spenny's house)","None"
""La Bloc"","2002","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Bela profesoara","#10.12)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Cautarea","#10.10)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Decodorul","#1.2)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Femeia lui Nelu","#9.40)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Infierea","#9.3)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Mihaita si Jean","#10.6)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Nunta","#10.9)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Perdeaua","#10.4)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Poveste de Craciun","#10.48)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Satul suporterilor sarci","#9.60)","MediaPro Studios, Bucharest, Romania","None"
""La Bloc" (2002) {Varuiala","#9.55)","MediaPro Studios, Bucharest, Romania","None"
""Less Than Perfect" (2002) {A Crush Grows in Brooklyn","#4.3)","CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA","(34.144443100000004, -118.39064710524916)"
""Less Than Perfect" (2002) {Dating Protocol at GNB","#2.20)","(studio)","(52.2326368, 21.0067376)"
""Less Than Perfect" (2002) {Playhouse","#3.15)","(studio)","(52.2326368, 21.0067376)"
""Less Than Perfect" (2002) {The Vacation","#1.5)","(studio)","(52.2326368, 21.0067376)"
""Los simuladores" (2002) {El PequeÃ±o Problema del Gran Hombre","#1.6)","Buenos Aires, Federal District, Argentina","None"
""Madventures"","2002","Singapore City, Singapore","(1.2904753, 103.8520359)"
""Madventures" (2002) {Indokiina 1","#2.10)","Vientiane, Laos","(17.9640988, 102.6133707)"
""Madventures" (2002) {Jamaika","#2.1)","Kensington, Jamaica","(17.9190955, -77.6629651)"
""Madventures" (2002) {Kuuba","#2.7)","Havana, Cuba","(23.135305, -82.3589631)"
""Madventures" (2002) {Nepal: Kathmandu, Chitwan, Annapurna","#1.2)","Annapurna, Nepal","(28.433657, 83.8022522218142)"
""Madventures" (2002) {Tonga: Peru","#1.14)","Cuzco, Peru","(-13.5169353, -71.97927381639681)"
""Maridos a domicilio" (2002)","(#1.13)","Buenos Aires, Federal District, Argentina","None"
""Maridos a domicilio" (2002)","(#1.35)","Buenos Aires, Federal District, Argentina","None"
""Meet My Folks"","2002","Los Angeles, California, USA","(34.0536909, -118.242766)"
""Melek"","2002","Tarsus, Mersin, Turkey","(36.9164834, 34.895149)"
""Menschen - Das Lifestyle Magazin"","2002","Germany","(51.0834196, 10.4234469)"
""MirÃ«mÃ«ngjesi KosovÃ«"","2002","Prishtina, Kosovo","(42.6638771, 21.1640849)"
""Mob Stories" (2002) {Born to the Mob","#1.2)","Hamilton, Ontario, Canada","(43.2560802, -79.8728583)"
""Monk" (2002) {Happy Birthday, Mr. Monk","#8.9)","Park Plaza Hotel - 607 S. Park View Street, Los Angeles, California, USA","(34.0609132, -118.27914475259232)"
""Monk" (2002) {Mr. Monk Goes to a Fashion Show","#4.10)","San Francisco, California, USA","(37.7790262, -122.419906)"
""Monk" (2002) {Mr. Monk Joins a Cult","#6.11)","Westwood Village, Westwood, Los Angeles, California, USA","(34.0594537, -118.4442462)"
""Monk" (2002) {Mr. Monk and the Birds and the Bees","#6.5)","Stage 5, Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA","None"
""Monk" (2002) {Mr. Monk and the End: Part 2","#8.16)","City Hall - 200 N. Spring Street, Downtown, Los Angeles, California, USA","(34.05369605, -118.24292121833395)"
""Monk" (2002) {Mr. Monk's 100th Case","#7.7)","Stage 5, Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA","None"
""Monster Garage" (2002) {Wedding Chapel","#1.16)","(First Garage)","(53.0023011, -2.1198449)"
""Most Haunted"","2002","(episode 2.3)","(33.6816369, -117.7188318)"
""Most Haunted"","2002","(series one special)","None"
""Most Haunted" (2002) {Alton Towers","#9.5)","(location filming)","(37.7951581, -122.404259)"
""Most Haunted" (2002) {Galleries of Justice","#3.11)","(interiors/exteriors)","None"
""Most Haunted" (2002) {Most Haunted Live at Christmas: Dover Castle","#1.19)","(interior and exterior)","None"
""Most Haunted" (2002) {The Heritage Centre/Laffertys Pub, /The Bell Inn","#2.7)","(interiors and exteriors)","None"
""Mutual of Omaha's Wild Kingdom" (2002) {Wild Ladies of Viramba","#2.5)","Mikumi National Park, Tanzania","(-7.2670257, 37.156150435785634)"
""Nasc"","2002","Egypt","(26.2540493, 29.2675469)"
""Odyssey 5"","2002","Sheridan College, Oakville, Ontario, Canada","(43.4695852, -79.69921291680899)"
""Open.tv"","2002","Washington, District of Columbia, USA","(38.8950368, -77.0365427)"
""Point Blank"","2002","Vancouver, British Columbia, Canada","(49.2608724, -123.113952)"
""Politibongo" (2002) {Schlimmer als Schludo","#2.4)","Berlin, Germany","(52.5170365, 13.3888599)"
""Power, Privilege & Justice" (2002) {Mystery in the Mountains","#6.2)","Newport Beach, California, USA","(33.6170092, -117.9294401)"
""Prehistoric Planet" (2002) {Sky King","#1.4)","Tasmania, Australia","(-42.035067, 146.6366887)"
""Presidio Med" (2002) {Do No Harm","#1.3)","Stage 26, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Presidio Med" (2002) {Suffer Unto Me the Children...","#1.9)","Stage 27A, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA","None"
""Pulsaciones" (2002)","(2003-04-28)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#1.108)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#1.129)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#1.25)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#1.47)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#1.69)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#1.90)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#2.111)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#2.133)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#2.155)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#2.177)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#2.37)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#2.59)","Buenos Aires, Federal District, Argentina","None"
""Rebelde Way" (2002)","(#2.80)","Buenos Aires, Federal District, Argentina","None"
""Rideau Hall"","2002","Halifax, Nova Scotia, Canada","(44.648618, -63.5859487)"
""Robbery Homicide Division"","2002","East Los Angeles, California, USA","(34.0239015, -118.1720157)"
""Robbery Homicide Division" (2002) {City of Strivers","#1.7)","(Estrada Courts apartment complex)","None"
""Rocket Science"","2002","Pasadena, California, USA","(34.1476452, -118.1444779)"
""Salvage Squad"","2002","Cornwall, England, UK","(50.416667, -4.75)"
